dist_sma_7,dist_sma_20,dist_sma_200,bb_pct_b,rsi,volume_ratio
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
0.0038629755961736567,,,,,0.9106034875847063
-0.03878411891921696,,,,,1.233276666088992
-0.034310363677927946,,,,,0.48614480541249294
-0.02391795055424284,,,,,0.6381455428958586
-0.018194169486586476,,,,,0.8811983919300167
-0.02170626581059154,,,,,1.2433080597358372
-0.031685642209760334,,,,,1.292157685425421
-0.0732817547628104,,,,14.325745079997219,1.6901784658342653
-0.06957831738555253,,,,13.460444716243785,2.026827953451306
-0.04356469622932724,,,,20.881992924821716,1.2261197791071743
0.03148879130139748,,,,46.0563264974978,1.1096109286730313
0.11797204751301504,,,,63.31581926667934,1.5034605673129569
0.1253643085650864,,,,66.36557603396534,1.356250933752218
0.08949462076850567,0.07196607691448831,,0.8277196413295625,62.49987530313037,1.0464219877422514
0.08912326028963635,0.09904433431482773,,0.9198810894021608,66.40575544501654,0.7916776932807903
0.14203272701935443,0.19328056643685976,,1.159815012025597,75.60203431577719,1.1233155105726127
0.08020029585693633,0.16354399004387377,,1.0010666393347822,71.32332678312736,0.6776612160466586
0.08575991126283111,0.19800728914997268,,1.0343636187639962,74.69314995341036,0.68976311760897
0.05475327586942669,0.17553191241206778,,0.9380977170300204,72.49002498027576,0.9372492221142519
0.0499293396856193,0.18079811122516287,,0.9202868343003711,73.75569926904859,0.8964271353346726
0.0021490669812067598,0.13586511921355426,,0.8057023520305747,66.50715829545743,0.535495930289108
0.022843527322124357,0.16497475011972784,,0.858458546952696,70.34360745477082,0.34387288597646437
-0.007859426942253944,0.1185896152217829,,0.7563528557165267,63.98819809987042,0.29015136884126674
-0.010390758942371625,0.10757966301294042,,0.7329310013181631,64.0234963658796,0.20219502746906795
0.007835192142177538,0.11544860452516059,,0.7506161953520893,66.15169262277625,0.24182427930901748
-0.019559105562297896,0.07129612944854724,,0.6588215663807598,59.79323501850738,0.5877750235865271
-0.01032238564244825,0.06498979939208116,,0.6515346704542028,60.45430069928741,0.7791646865434347
0.023333570206315546,0.09046443500593693,,0.7327501708937695,65.35405475731167,1.0960003131538643
0.013174018626937567,0.0620606762873519,,0.6883978518232147,62.88456357395682,1.2774458642460638
0.023620993111714617,0.062489710935348164,,0.7409596068617453,64.83740948007696,1.0256309702260606
0.01799066441604036,0.049375381894958714,,0.7426945675812145,64.73136117767025,0.41252855086484397
0.006893024449399654,0.0312986981276453,,0.6765081026131918,62.291429919504196,0.5222879955178721
-0.00981111307407545,0.011889096299865454,,0.5777368638624131,59.11425581883335,1.1266908448475579
-0.0013891832228686285,0.018003635114116623,,0.6632771436482917,61.20835013161613,0.7516533759331685
-0.00032394785260858594,0.012365863143026123,,0.6863437626663942,61.23491171195646,0.9789450158954
-0.005183634978657037,0.00631660307777504,,0.5971687188068031,59.9096952550702,0.7477676142530825
-0.006893332051517986,-5.249429415665752e-05,,0.49907694167900085,58.63052863199385,0.5380968879248017
-0.0031460979760622454,0.0011577946812686424,,0.5203682405842691,58.86829113157311,0.43793922076897746
0.009822613346377462,0.01386549050973196,,0.73965018131267,61.717409704889825,0.7428843880609035
